gene_id	geneName	Chr	Start	End
maker-000001F-est_gff_StringTie-gene-81.2	NA	000001F	19477337	19493456
maker-000001F-est_gff_StringTie-gene-81.3	t19c3.4	000001F	19494602	19511593
maker-000001F-est_gff_StringTie-gene-82.5	btk29a	000001F	19512015	19608787
maker-000001F-exonerate_protein2genome-gene-82.1	naga	000001F	19628918	19685104
maker-000001F-est_gff_StringTie-gene-82.6	fp-1_2	000001F	19645003	19660370
maker-000001F-est_gff_StringTie-gene-82.3	asic1	000001F	19706944	19747861
maker-000001F-augustus-gene-82.10	NA	000001F	19760683	19799787
maker-000001F-est_gff_StringTie-gene-82.4	NA	000001F	19792242	19811822
evm-000001F-processed-gene-83.5	cnga	000001F	19826045	20009339
maker-000001F-est_gff_StringTie-gene-84.0	NA	000001F	20059340	20100700
maker-000001F-exonerate_protein2genome-gene-84.5	rcc2	000001F	20101853	20174259
maker-000001F-exonerate_protein2genome-gene-84.4	mp20_3	000001F	20212967	20238127
augustus_masked-000001F-processed-gene-84.15	NA	000001F	20262885	20263301
evm-000001F-processed-gene-84.1	stk11_2	000001F	20269370	20305012
maker-000001F-est_gff_StringTie-gene-85.0	NA	000001F	20362063	20378885
maker-000001F-est_gff_StringTie-gene-85.1	NA	000001F	20470043	20496926
maker-000001F-est_gff_StringTie-gene-86.0	nol4	000001F	20491534	20652773
maker-000001F-est_gff_StringTie-gene-86.1	NA	000001F	20608945	20611736
maker-000001F-est_gff_StringTie-gene-86.2	garem1_2	000001F	20671388	20751609
maker-000001F-est_gff_StringTie-gene-87.2	wdr81	000001F	20822229	20940937
maker-000001F-est_gff_StringTie-gene-87.0	aqp11	000001F	20949359	20979954
maker-000001F-est_gff_StringTie-gene-87.1	NA	000001F	20989152	20994948
maker-000001F-est_gff_StringTie-gene-88.1	capn3	000001F	21075809	21078059
maker-000001F-est_gff_StringTie-gene-88.2	calpa	000001F	21086188	21110185
evm-000001F-processed-gene-88.8	dcaf4_3	000001F	21111895	21130158
augustus_masked-000001F-processed-gene-88.6	NA	000001F	21144637	21145110
maker-000001F-est_gff_StringTie-gene-88.3	NA	000001F	21149727	21153408
evm-000001F-processed-gene-88.9	ddx19a	000001F	21175715	21202332
maker-000001F-augustus-gene-89.4	apob_3	000001F	21223357	21281904
maker-000001F-est_gff_StringTie-gene-89.2	apob	000001F	21294940	21380539
maker-000001F-est_gff_StringTie-gene-89.3	NA	000001F	21399533	21414952
maker-000001F-exonerate_protein2genome-gene-89.4	man1b1	000001F	21444095	21479747
maker-000001F-est_gff_StringTie-gene-89.0	hhat	000001F	21479922	21495916
maker-000001F-est_gff_StringTie-gene-90.0	NA	000001F	21496644	21529696
augustus_masked-000001F-processed-gene-91.0	NA	000001F	21633781	21643598
augustus_masked-000001F-processed-gene-91.3	eag_5	000001F	21747852	21792778
maker-000001F-exonerate_protein2genome-gene-91.1	grik2_10	000001F	21818635	21914489
maker-000001F-est_gff_StringTie-gene-92.0	slc20a1a_2	000001F	21961665	22100547
evm-000001F-processed-gene-93.7	adcy1	000001F	22100609	22325394
maker-000001F-est_gff_StringTie-gene-94.2	mfsd4b_4	000001F	22481429	22512726
maker-000001F-est_gff_StringTie-gene-94.0	mfsd4b_6	000001F	22494948	22592036
maker-000001F-est_gff_StringTie-gene-94.1	mfsd4b	000001F	22623401	22653934
maker-000001F-augustus-gene-95.1	pat23_pter	000001F	22685249	22837644
maker-000001F-exonerate_protein2genome-gene-95.1	hex-t2_3	000001F	22846183	22875420
maker-000001F-augustus-gene-95.3	suds3_2	000001F	22881749	22947387
evm-000001F-processed-gene-96.5	aldh5a1	000001F	22984555	23040155
maker-000001F-est_gff_StringTie-gene-96.3	pxdn_3	000001F	23060273	23113594
maker-000001F-est_gff_StringTie-gene-96.4	pxdn_7	000001F	23124654	23184100
maker-000001F-est_gff_StringTie-gene-96.7	NA	000001F	23186019	23202007
maker-000001F-est_gff_StringTie-gene-96.5	usp6nl	000001F	23212445	23274480
evm-000001F-processed-gene-96.0	slc23a2	000001F	23278837	23305653
maker-000001F-augustus-gene-96.13	slc23a1	000001F	23326707	23364539
maker-000001F-est_gff_StringTie-gene-96.6	NA	000001F	23396848	23402853
evm-000001F-processed-gene-96.4	mdm2	000001F	23403051	23472258
maker-000241F-est_gff_StringTie-gene-0.1	NA	000241F	9323	12146
maker-000241F-est_gff_StringTie-gene-0.0	cyp4v2_14	000241F	13009	63701
maker-000241F-exonerate_protein2genome-gene-1.4	znf45_3	000241F	178902	188883
maker-000241F-est_gff_StringTie-gene-1.2	faxdc2_8	000241F	190902	224192
maker-000241F-est_gff_StringTie-gene-1.3	faxdc2_4	000241F	237727	266016
maker-000241F-exonerate_protein2genome-gene-1.5	faxdc2_5	000241F	290711	323421
maker-000241F-est_gff_StringTie-gene-1.1	NA	000241F	376612	377811
evm-000241F-processed-gene-2.7	twist2	000241F	394433	428638
maker-000241F-est_gff_StringTie-gene-2.1	faxdc2_2	000241F	517173	547458
evm-000241F-processed-gene-3.11	faxdc2	000241F	573718	696878
maker-000241F-est_gff_StringTie-gene-3.2	faxdc2_9	000241F	702998	743624
maker-000241F-est_gff_StringTie-gene-3.0	tl_7	000241F	743686	762910
maker-000241F-exonerate_protein2genome-gene-3.4	NA	000241F	804612	834714
maker-000241F-exonerate_protein2genome-gene-4.1	NA	000241F	1020704	1045933
maker-000241F-est_gff_StringTie-gene-5.0	NA	000241F	1141083	1248937
maker-000241F-augustus-gene-6.0	NA	000241F	1265899	1284407
maker-000241F-est_gff_StringTie-gene-5.2	NA	000241F	1303412	1309461
maker-000241F-est_gff_StringTie-gene-5.1	NA	000241F	1355572	1356344
maker-000241F-est_gff_StringTie-gene-6.0	NA	000241F	1479902	1482451
evm-000241F-processed-gene-8.1	slc6a5	000241F	1490241	1855090
maker-000241F-augustus-gene-8.9	NA	000241F	1675302	1717060
maker-000241F-est_gff_StringTie-gene-8.0	NA	000241F	1844163	1852421
maker-000241F-exonerate_protein2genome-gene-8.3	faxdc2_6	000241F	1898129	2006319
maker-000241F-est_gff_StringTie-gene-9.1	NA	000241F	2179903	2306675
maker-000241F-est_gff_StringTie-gene-10.2	NA	000241F	2395493	2397651
evm-000241F-processed-gene-10.11	slc2a13	000241F	2460690	2552626
maker-000241F-est_gff_StringTie-gene-10.4	NA	000241F	2511444	2518082
maker-000241F-est_gff_StringTie-gene-11.3	med14	000241F	2604353	2687968
augustus_masked-000241F-processed-gene-11.5	ubr7	000241F	2769574	2770932
maker-000241F-exonerate_protein2genome-gene-11.1	trappc3	000241F	2771303	2797208
maker-000241F-est_gff_StringTie-gene-12.1	apc	000241F	2807836	2926214
maker-000241F-est_gff_StringTie-gene-12.4	ift22	000241F	2952190	2971528
maker-000241F-est_gff_StringTie-gene-12.5	cuedc1	000241F	2974778	3010322
maker-000241F-est_gff_StringTie-gene-12.2	abcg1	000241F	3039055	3079098
maker-000241F-est_gff_StringTie-gene-12.3	NA	000241F	3124909	3202503
maker-000650F-est_gff_StringTie-gene-0.4	slc5a8_9	000650F	741	1146
maker-000650F-est_gff_StringTie-gene-0.5	cg32669	000650F	28798	33892
maker-000650F-est_gff_StringTie-gene-0.3	cg32669_9	000650F	38118	46845
maker-000650F-est_gff_StringTie-gene-0.0	cg32669_2	000650F	131848	139298
maker-000650F-est_gff_StringTie-gene-0.1	NA	000650F	162192	177432
maker-000650F-augustus-gene-0.1	slc5a8_cg32669_2	000650F	237055	257008
maker-000650F-est_gff_StringTie-gene-0.6	slc5a8_cg32669_4	000650F	258171	284710
maker-001234F-exonerate_protein2genome-gene-0.2	prdm1	001234F	543	743
augustus_masked-001234F-processed-gene-0.1	NA	001234F	17708	19069
maker-001234F-est_gff_StringTie-gene-0.0	NA	001234F	21706	25299
maker-001234F-exonerate_protein2genome-gene-0.1	prdm1_4	001234F	42293	42493
maker-000834F-est_gff_StringTie-gene-0.0	oacyl	000834F	47013	80673
maker-001101F-augustus-gene-0.1	NA	001101F	17640	19293
maker-001101F-est_gff_StringTie-gene-0.0	NA	001101F	54239	57472
maker-000040F-est_gff_StringTie-gene-0.0	NA	000040F	1094	16443
maker-000040F-augustus-gene-0.1	NA	000040F	24946	31551
maker-000040F-est_gff_StringTie-gene-0.1	NA	000040F	73520	79565
maker-000040F-augustus-gene-2.9	NA	000040F	183428	200751
maker-000040F-est_gff_StringTie-gene-1.0	NA	000040F	263332	268919
maker-000040F-est_gff_StringTie-gene-2.1	NA	000040F	376320	413002
maker-000040F-est_gff_StringTie-gene-2.0	plcl2	000040F	470310	525335
evm-000040F-processed-gene-2.8	atp5f1d	000040F	538196	548607
maker-000040F-est_gff_StringTie-gene-3.1	ppp1r10	000040F	601983	677011
maker-000040F-est_gff_StringTie-gene-5.1	NA	000040F	677136	690732
maker-000040F-est_gff_StringTie-gene-5.2	NA	000040F	696224	700124
maker-000040F-est_gff_StringTie-gene-3.2	NA	000040F	790042	798511
evm-000040F-processed-gene-4.5	mecom	000040F	834571	1067011
maker-000040F-est_gff_StringTie-gene-5.0	NA	000040F	1157908	1242713
maker-000040F-est_gff_StringTie-gene-5.3	dnajc11	000040F	1301748	1337433
maker-000040F-est_gff_StringTie-gene-6.0	fam172a	000040F	1337584	1561511
maker-000040F-est_gff_StringTie-gene-5.4	NA	000040F	1346905	1350069
evm-000040F-processed-gene-7.2	nr2f1a	000040F	1514873	1636262
augustus_masked-000040F-processed-gene-7.11	NA	000040F	1636500	1636790
evm-000040F-processed-gene-9.8	snx24	000040F	1973726	2110542
maker-000040F-est_gff_StringTie-gene-9.1	zasp52_3	000040F	2110711	2209068
maker-000040F-est_gff_StringTie-gene-9.2	NA	000040F	2214078	2244734
maker-000040F-est_gff_StringTie-gene-10.0	jmy	000040F	2308865	2341368
maker-000040F-est_gff_StringTie-gene-10.1	NA	000040F	2341625	2342170
augustus_masked-000040F-processed-gene-10.5	znf398	000040F	2350877	2352766
maker-000040F-est_gff_StringTie-gene-10.2	spo	000040F	2377114	2384766
maker-000040F-est_gff_StringTie-gene-11.1	actr8	000040F	2632666	2678131
maker-000040F-est_gff_StringTie-gene-12.0	lin-10	000040F	2692367	2915618
maker-000040F-est_gff_StringTie-gene-12.1	NA	000040F	3003188	3012389
maker-000040F-est_gff_StringTie-gene-13.0	NA	000040F	3037930	3042227
maker-000040F-est_gff_StringTie-gene-14.2	thbs4	000040F	3219053	3365755
maker-000040F-est_gff_StringTie-gene-14.0	NA	000040F	3322815	3362958
augustus_masked-000040F-processed-gene-14.4	NA	000040F	3365545	3365772
maker-000040F-exonerate_protein2genome-gene-14.5	psmc3	000040F	3382822	3429640
maker-000040F-est_gff_StringTie-gene-14.1	ankle1	000040F	3429654	3448904
maker-000040F-exonerate_protein2genome-gene-14.6	map2k1_2	000040F	3449875	3471452
maker-000040F-exonerate_protein2genome-gene-15.0	nd1	000040F	3635002	3635328
augustus_masked-000040F-processed-gene-15.3	foxb1	000040F	3642271	3643299
maker-000040F-exonerate_protein2genome-gene-17.0	mlc1_2	000040F	4022170	4035915
maker-000040F-augustus-gene-17.1	NA	000040F	4076754	4093936
maker-000040F-est_gff_StringTie-gene-17.3	heatr5b	000040F	4153060	4233787
maker-000040F-est_gff_StringTie-gene-18.0	atp6ap1	000040F	4233745	4344527
maker-000040F-est_gff_StringTie-gene-18.1	cart_oct-1	000040F	4346467	4464205
maker-000040F-est_gff_StringTie-gene-19.0	slc22a15_balat	000040F	4483201	4542879
maker-000040F-est_gff_StringTie-gene-19.1	cart_5	000040F	4615360	4702035
maker-000040F-est_gff_StringTie-gene-20.0	cart_3	000040F	4725506	4779215
maker-000040F-est_gff_StringTie-gene-21.1	stox1	000040F	4907018	5081522
maker-000040F-est_gff_StringTie-gene-21.3	NA	000040F	4924998	4982355
maker-000040F-est_gff_StringTie-gene-21.4	NA	000040F	5057780	5065601
maker-000040F-exonerate_protein2genome-gene-21.0	cpe	000040F	5096469	5135735
maker-000040F-exonerate_protein2genome-gene-22.0	NA	000040F	5189834	5213542
maker-000040F-est_gff_StringTie-gene-22.2	NA	000040F	5324379	5357041
augustus_masked-000040F-processed-gene-28.6	NA	000040F	6047312	6047566
maker-000040F-est_gff_StringTie-gene-28.0	plexb	000040F	6047406	6659557
augustus_masked-000040F-processed-gene-28.8	NA	000040F	6070213	6128569
augustus_masked-000040F-processed-gene-28.16	NA	000040F	6464859	6473899
augustus_masked-000040F-processed-gene-28.18	NA	000040F	6540880	6552255
maker-000040F-est_gff_StringTie-gene-28.1	syx1a	000040F	6680024	6725355
evm-000040F-processed-gene-28.30	appbp2	000040F	6725492	6784898
maker-000040F-est_gff_StringTie-gene-28.2	NA	000040F	6835131	6845476
maker-000040F-est_gff_StringTie-gene-30.1	camta1	000040F	6860604	7132678
maker-000040F-exonerate_protein2genome-gene-30.0	tssk1b_2	000040F	7166432	7192541
maker-000040F-est_gff_StringTie-gene-31.0	kcnab2	000040F	7295364	7471729
maker-000040F-augustus-gene-31.13	NA	000040F	7486479	7487982
maker-000040F-est_gff_StringTie-gene-31.1	dnali1	000040F	7490998	7503910
maker-000040F-augustus-gene-31.15	pof1	000040F	7529556	7592306
maker-000040F-est_gff_StringTie-gene-32.1	unc-104	000040F	7621466	7690603
maker-000040F-est_gff_StringTie-gene-32.0	wdr66	000040F	7690895	7800723
maker-000040F-est_gff_StringTie-gene-33.0	NA	000040F	7839579	7840203
maker-000040F-est_gff_StringTie-gene-33.1	NA	000040F	7852957	7892739
maker-000040F-est_gff_StringTie-gene-34.0	mapt	000040F	8075703	8306284
maker-000040F-est_gff_StringTie-gene-34.1	NA	000040F	8108253	8109970
maker-000040F-est_gff_StringTie-gene-34.2	NA	000040F	8121948	8233718
maker-000040F-est_gff_StringTie-gene-35.0	NA	000040F	8437138	8451031
maker-000040F-est_gff_StringTie-gene-35.1	NA	000040F	8449414	8496167
maker-000040F-est_gff_StringTie-gene-36.0	NA	000040F	8459054	8571162
maker-000040F-est_gff_StringTie-gene-36.1	NA	000040F	8691740	8693696
maker-000040F-est_gff_StringTie-gene-36.2	NA	000040F	8735595	8738037
maker-000040F-est_gff_StringTie-gene-37.1	NA	000040F	8857666	8858779
maker-000040F-augustus-gene-37.0	ro	000040F	8899779	8955381
maker-000040F-est_gff_StringTie-gene-38.0	mrc1_4	000040F	9034519	9147924
maker-000040F-est_gff_StringTie-gene-38.1	NA	000040F	9166524	9216963
maker-000040F-est_gff_StringTie-gene-39.0	mrc1_3	000040F	9233748	9340915
maker-000040F-est_gff_StringTie-gene-39.2	ptch1_ptc	000040F	9342514	9390610
evm-000040F-processed-gene-39.20	bend5_5	000040F	9631660	9635948
evm-000635F-processed-gene-0.2	znf358	000635F	17685	28493
maker-000635F-augustus-gene-0.14	blmp-1_zbtb7a	000635F	47984	81811
maker-000635F-augustus-gene-0.15	zbtb48	000635F	94696	110447
maker-000635F-augustus-gene-0.16	znf517	000635F	113833	115826
maker-000635F-augustus-gene-0.17	znf384_bcl6	000635F	124893	136900
maker-000635F-exonerate_protein2genome-gene-0.5	tat_2	000635F	155024	222384
augustus_masked-000635F-processed-gene-0.12	dis3l2	000635F	240086	244105
maker-000635F-augustus-gene-0.19	NA	000635F	253193	269858
maker-000796F-est_gff_StringTie-gene-0.0	NA	000796F	7128	30032
maker-000796F-est_gff_StringTie-gene-0.1	tnxb_2	000796F	32285	122539
maker-000691F-est_gff_StringTie-gene-0.1	NA	000691F	123103	128158
evm-000558F-processed-gene-0.3	dcaf8	000558F	82984	108866
maker-000558F-est_gff_StringTie-gene-0.1	anks3	000558F	125260	155002
maker-000384F-exonerate_protein2genome-gene-0.1	h4-viii	000384F	106	396
maker-000384F-exonerate_protein2genome-gene-0.0	NA	000384F	584	958
maker-000384F-est_gff_StringTie-gene-0.2	NA	000384F	46502	91912
maker-000384F-est_gff_StringTie-gene-3.0	fp-1_3	000384F	124669	205440
maker-000384F-est_gff_StringTie-gene-3.1	garnl3	000384F	232413	803782
maker-000384F-augustus-gene-2.4	NA	000384F	608059	612747
maker-000384F-est_gff_StringTie-gene-4.0	NA	000384F	999765	1047532
maker-000384F-est_gff_StringTie-gene-6.2	NA	000384F	1038881	1288942
maker-000384F-est_gff_StringTie-gene-6.1	NA	000384F	1459562	1508583
maker-000493F-est_gff_StringTie-gene-0.0	lrrc15_4	000493F	56998	90584
maker-000493F-est_gff_StringTie-gene-1.4	brd2	000493F	133870	207393
maker-000493F-est_gff_StringTie-gene-1.2	thap9_14	000493F	241814	243148
maker-000493F-exonerate_protein2genome-gene-1.0	wdr5_2	000493F	265410	305422
evm-000493F-processed-gene-1.13	washc5	000493F	317028	365209
evm-000493F-processed-gene-2.6	nrf-6_23	000493F	411150	487052
maker-000493F-est_gff_StringTie-gene-2.1	nrf-6_25	000493F	556677	618308
augustus_masked-000493F-processed-gene-3.0	pias1	000493F	650291	652159
maker-000493F-est_gff_StringTie-gene-3.1	adgrl3_adgrd1	000493F	688682	753043
maker-000493F-exonerate_protein2genome-gene-3.0	impdh2_impdh1_impdh1a	000493F	763192	802508
maker-000493F-est_gff_StringTie-gene-3.3	NA	000493F	876297	881962
evm-001139F-processed-gene-0.0	c3orf38_2	001139F	10298	29315
augustus_masked-000829F-processed-gene-0.5	fpv162_4	000829F	99858	100439
maker-000587F-augustus-gene-0.2	ago2	000587F	16005	24203
maker-000587F-augustus-gene-0.3	ago4	000587F	24245	44217
maker-000587F-est_gff_StringTie-gene-0.0	NA	000587F	86006	103762
maker-000587F-est_gff_StringTie-gene-0.1	NA	000587F	124333	129104
maker-000587F-est_gff_StringTie-gene-0.3	lpcat3_2	000587F	172963	222861
maker-000587F-est_gff_StringTie-gene-0.4	NA	000587F	348604	351573
maker-000587F-est_gff_StringTie-gene-0.5	NA	000587F	433406	434352
maker-000587F-est_gff_StringTie-gene-0.2	NA	000587F	455441	465964
maker-000041F-augustus-gene-1.4	NA	000041F	160554	184168
maker-000041F-est_gff_StringTie-gene-1.0	slc45a3	000041F	219682	293034
maker-000041F-est_gff_StringTie-gene-1.2	NA	000041F	227174	227749
maker-000041F-est_gff_StringTie-gene-1.1	dbx1	000041F	316352	373822
maker-000041F-exonerate_protein2genome-gene-2.0	alkbh2_15	000041F	431067	431402
maker-000041F-exonerate_protein2genome-gene-2.1	alkbh2_167	000041F	431562	432026
maker-000041F-augustus-gene-2.0	NA	000041F	490164	493872
maker-000041F-est_gff_StringTie-gene-2.3	NA	000041F	510411	544578
maker-000041F-est_gff_StringTie-gene-2.4	NA	000041F	544534	552758
maker-000041F-exonerate_protein2genome-gene-2.2	cyb5r1_cyb5r2	000041F	590227	614554
evm-000041F-processed-gene-3.17	strip1	000041F	636041	693918
maker-000041F-exonerate_protein2genome-gene-3.4	tmem115	000041F	701029	734438
maker-000041F-est_gff_StringTie-gene-4.1	cog2	000041F	868704	895843
maker-000041F-est_gff_StringTie-gene-4.0	sil1	000041F	895834	938141
maker-000041F-augustus-gene-4.14	id2	000041F	995435	1005190
maker-000041F-est_gff_StringTie-gene-5.0	immt	000041F	1200548	1233295
maker-000041F-augustus-gene-6.2	NA	000041F	1312322	1364875
evm-000041F-processed-gene-6.3	awh	000041F	1318462	1422751
maker-000041F-est_gff_StringTie-gene-6.1	NA	000041F	1461543	1548195
evm-000041F-processed-gene-7.3	lanb1	000041F	1556170	1655191
maker-000041F-exonerate_protein2genome-gene-8.1	alas1	000041F	1804776	1968052
augustus_masked-000041F-processed-gene-8.0	spop_75	000041F	1904758	1905828
maker-000041F-est_gff_StringTie-gene-8.2	NA	000041F	1927367	1927662
maker-000041F-est_gff_StringTie-gene-8.3	NA	000041F	1938065	1961219
evm-000041F-processed-gene-8.10	cg10417	000041F	2028391	2078110
maker-000041F-est_gff_StringTie-gene-9.0	NA	000041F	2088372	2100084
evm-000041F-processed-gene-9.1	tbck	000041F	2110733	2189119
maker-000041F-est_gff_StringTie-gene-10.0	htt	000041F	2189403	2409950
maker-000041F-est_gff_StringTie-gene-10.1	ccdc134	000041F	2411583	2478545
maker-000041F-augustus-gene-11.7	snai2_2	000041F	2635052	2648093
maker-000041F-est_gff_StringTie-gene-12.2	NA	000041F	2713605	2853787
maker-000041F-est_gff_StringTie-gene-12.0	entpd8_2	000041F	2826889	2927063
maker-000041F-est_gff_StringTie-gene-12.1	entpd8_3	000041F	2959178	3018607
maker-000041F-est_gff_StringTie-gene-13.2	NA	000041F	3022891	3040461
evm-000041F-processed-gene-13.1	entpd8	000041F	3040498	3156966
maker-000041F-est_gff_StringTie-gene-13.3	vgll4	000041F	3160314	3209927
maker-000041F-exonerate_protein2genome-gene-13.5	znf555_znf782	000041F	3210381	3234699
maker-000041F-est_gff_StringTie-gene-13.4	mad2l2	000041F	3256896	3278926
maker-000041F-est_gff_StringTie-gene-14.0	NA	000041F	3295299	3334630
evm-000041F-processed-gene-15.6	hlf	000041F	3418169	3446036
evm-000041F-processed-gene-15.5	oatp74d_5	000041F	3456768	3618942
maker-000041F-est_gff_StringTie-gene-15.0	NA	000041F	3576912	3607091
evm-000041F-processed-gene-15.4	higd2a	000041F	3725864	3734427
maker-000041F-est_gff_StringTie-gene-16.0	litaf_5	000041F	3734591	3767951
maker-000041F-exonerate_protein2genome-gene-17.0	alkbh2_171	000041F	4086575	4087120
maker-000041F-est_gff_StringTie-gene-18.0	rergl_2	000041F	4285479	4469710
maker-000041F-est_gff_StringTie-gene-19.0	NA	000041F	4629934	4681667
maker-000041F-est_gff_StringTie-gene-19.1	cd9_3	000041F	4684423	4719229
maker-000041F-est_gff_StringTie-gene-20.1	NA	000041F	4744715	4812120
maker-000041F-exonerate_protein2genome-gene-20.0	kmt5b-a	000041F	4834452	4908388
augustus_masked-000041F-processed-gene-20.7	pgbd4_11	000041F	4866140	4866529
