gene_id	geneName	Chr	Start	End	product	uniprot_id
maker-000147F-est_gff_StringTie-gene-6.1	NA	000147F	1536089	1592820	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-7.1	spopl_spop	000147F	1600739	1692085	Speckle-type POZ protein,Speckle-type POZ protein-like	Q6P8B3,Q6IQ16
maker-000147F-est_gff_StringTie-gene-7.0	NA	000147F	1677677	1738127	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-7.2	spop_39	000147F	1714994	1738194	Speckle-type POZ protein	Q6P8B3
maker-000147F-est_gff_StringTie-gene-7.3	NA	000147F	1748715	1768985	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-8.2	spop-b_tdpoz3	000147F	1910259	1953601	TD and POZ domain-containing protein 3,Speckle-type POZ protein B	Q717B4,Q0IHH9
maker-000147F-est_gff_StringTie-gene-10.0	NA	000147F	2113928	2114435	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-13.2	dscam2_18	000147F	2758053	3230956	Down syndrome cell adhesion molecule-like protein Dscam2	Q9VS29
maker-000147F-est_gff_StringTie-gene-15.1	NA	000147F	3432076	3583784	hypothetical protein	NA
maker-000147F-augustus-gene-15.0	NA	000147F	3444233	3450621	hypothetical protein	NA
augustus_masked-000147F-processed-gene-15.6	tdpoz5_8	000147F	3675859	3677538	TD and POZ domain-containing protein 5	Q6YCH1
augustus_masked-000147F-processed-gene-15.7	tdpoz4_4	000147F	3701858	3703567	TD and POZ domain-containing protein 4	Q6YCH2
maker-000147F-est_gff_StringTie-gene-17.1	NA	000147F	3727016	3783485	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-15.0	NA	000147F	3746372	3746865	hypothetical protein	NA
augustus_masked-000147F-processed-gene-16.2	rdx_4	000147F	3765505	3766734	Protein roadkill	Q9VFP2
augustus_masked-000147F-processed-gene-16.3	tdpoz3_12	000147F	3766953	3767492	TD and POZ domain-containing protein 3	Q717B4
augustus_masked-000147F-processed-gene-16.4	tdpoz5_5	000147F	3782961	3784769	TD and POZ domain-containing protein 5	Q6YCH1
augustus_masked-000147F-processed-gene-16.5	spop_71	000147F	3817870	3819591	Speckle-type POZ protein	Q5NVK7
maker-000147F-est_gff_StringTie-gene-17.2	NA	000147F	3819286	4090340	hypothetical protein	NA
augustus_masked-000147F-processed-gene-16.6	spop_74	000147F	3833736	3835961	Speckle-type POZ protein	Q5NVK7
evm-000147F-processed-gene-16.1	tdpoz4_6	000147F	3862773	3877903	TD and POZ domain-containing protein 4	Q6YCH2
maker-000147F-est_gff_StringTie-gene-16.0	tdpoz4_19	000147F	3877824	3924105	TD and POZ domain-containing protein 4	Q6YCH2
maker-000147F-est_gff_StringTie-gene-17.0	tdpoz3	000147F	4004203	4007104	TD and POZ domain-containing protein 3	Q717B4
augustus_masked-000147F-processed-gene-17.4	spop-b_32	000147F	4005342	4005743	Speckle-type POZ protein B	Q0IHH9
augustus_masked-000147F-processed-gene-17.13	tdpoz4_26	000147F	4100458	4102140	TD and POZ domain-containing protein 4	Q6YCH2
augustus_masked-000147F-processed-gene-17.14	spop_54	000147F	4114311	4114529	Speckle-type POZ protein	Q5NVK7
augustus_masked-000147F-processed-gene-17.15	tdpoz4_29	000147F	4114557	4116017	TD and POZ domain-containing protein 4	Q6YCH2
augustus_masked-000147F-processed-gene-17.17	spop_57	000147F	4142502	4144223	Speckle-type POZ protein	Q5NVK7
maker-000147F-est_gff_StringTie-gene-17.3	bath-43	000147F	4163778	4166537	BTB and MATH domain-containing protein 43	P34568
augustus_masked-000147F-processed-gene-17.20	NA	000147F	4164895	4165101	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-18.0	NA	000147F	4339709	4346553	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-19.2	NA	000147F	4566741	4581470	hypothetical protein	NA
maker-000147F-exonerate_protein2genome-gene-19.1	znf569_znf182_znf782_znf570_znf583_zfp26_znf84_znf32_zfp2	000147F	4624046	4649828	Zinc finger protein 583,Zinc finger protein 782,Zinc finger protein 569,Zinc finger protein 26,Zinc finger protein 84,Zinc finger protein 570,hypothetical protein,Zinc finger protein 182,Zinc finger protein 2,Zinc finger protein 32	Q96ND8,Q6ZMW2,Q5MCW4,P10076,P51523,Q96NI8,Q6P560,P08043,Q80V23
augustus_masked-000147F-processed-gene-19.11	spop-b_35	000147F	4690415	4696157	Speckle-type POZ protein B	Q0IHH9
augustus_masked-000147F-processed-gene-19.15	NA	000147F	4801706	4801984	hypothetical protein	NA
augustus_masked-000147F-processed-gene-19.17	NA	000147F	4803171	4803608	hypothetical protein	NA
evm-000147F-processed-gene-19.91	NA	000147F	4804920	4808406	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-19.3	NA	000147F	4888330	4889155	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-19.4	NA	000147F	4889252	4890725	hypothetical protein	NA
augustus_masked-000147F-processed-gene-19.37	NA	000147F	4893031	4893252	hypothetical protein	NA
maker-000147F-est_gff_StringTie-gene-19.5	t_3	000147F	4898279	4907790	hypothetical protein,Transposable element P transposase	Q7M3K2
maker-000147F-est_gff_StringTie-gene-19.6	NA	000147F	4936688	4946352	hypothetical protein	NA
augustus_masked-001044F-processed-gene-0.1	alkbh2_204	001044F	21162	26955	DNA oxidative demethylase ALKBH2	Q6P6J4
maker-000507F-est_gff_StringTie-gene-0.0	NA	000507F	2786	7058	hypothetical protein	NA
maker-000507F-est_gff_StringTie-gene-0.1	NA	000507F	15808	20208	hypothetical protein	NA
maker-000507F-est_gff_StringTie-gene-0.2	NA	000507F	29972	37778	hypothetical protein	NA
maker-000507F-exonerate_protein2genome-gene-1.3	aco1_2	000507F	100281	149029	Cytoplasmic aconitate hydratase	P21399
maker-000507F-est_gff_StringTie-gene-1.0	NA	000507F	158865	204917	hypothetical protein	NA
maker-000507F-est_gff_StringTie-gene-1.1	enpep_3	000507F	224632	268114	Glutamyl aminopeptidase	Q07075
maker-000507F-augustus-gene-1.1	NA	000507F	331793	354093	hypothetical protein	NA
maker-000507F-exonerate_protein2genome-gene-2.7	pdss1	000507F	399660	464134	Decaprenyl-diphosphate synthase subunit 1	Q33DR2
maker-000507F-est_gff_StringTie-gene-2.2	NA	000507F	465856	537101	hypothetical protein	NA
augustus_masked-000507F-processed-gene-2.8	NA	000507F	545990	572433	hypothetical protein	NA
maker-000507F-est_gff_StringTie-gene-2.3	NA	000507F	640768	647051	hypothetical protein	NA
maker-000507F-est_gff_StringTie-gene-2.4	NA	000507F	667492	697817	hypothetical protein	NA
evm-000507F-processed-gene-2.21	kansl1	000507F	778012	834769	KAT8 regulatory NSL complex subunit 1	Q80TG1
maker-000507F-exonerate_protein2genome-gene-2.8	mrpl32	000507F	843654	854521	39S ribosomal protein L32%2C mitochondrial	Q9V9Z1
maker-000507F-est_gff_StringTie-gene-2.1	klhdc3_2	000507F	854767	896086	Kelch domain-containing protein 3	Q58CV6
maker-000507F-est_gff_StringTie-gene-2.6	NA	000507F	900302	906320	hypothetical protein	NA
maker-000207F-est_gff_StringTie-gene-1.0	tkr99d_2	000207F	123306	310269	Tachykinin-like peptides receptor 99D	P30975
maker-000207F-est_gff_StringTie-gene-1.1	NA	000207F	299084	310890	hypothetical protein	NA
maker-000207F-est_gff_StringTie-gene-6.0	apaf1	000207F	1517822	1592013	Apoptotic protease-activating factor 1	O14727
maker-000207F-est_gff_StringTie-gene-7.1	rreb1_2	000207F	1650087	1796779	Ras-responsive element-binding protein 1	Q92766
maker-000207F-augustus-gene-7.5	ggct	000207F	1798154	1814610	Gamma-glutamylcyclotransferase	Q32LE4
maker-000207F-exonerate_protein2genome-gene-7.0	cfap20	000207F	1814966	1825093	Cilia- and flagella-associated protein 20	Q8BTU1
maker-000207F-est_gff_StringTie-gene-8.0	mmel1	000207F	1851685	1906091	Membrane metallo-endopeptidase-like 1	P0C1T0
maker-000207F-est_gff_StringTie-gene-8.1	ece1_eef1akmt4-ece2	000207F	1907073	1974545	hypothetical protein,Endothelin-converting enzyme 1,EEF1AKMT4-ECE2 readthrough transcript protein	P42892,P0DPD9
maker-000207F-est_gff_StringTie-gene-8.3	NA	000207F	1986384	1986648	hypothetical protein	NA
maker-000207F-est_gff_StringTie-gene-8.2	gripap1	000207F	1995999	2021771	GRIP1-associated protein 1	Q4V328
maker-000207F-exonerate_protein2genome-gene-8.5	znf850_znf91_znf268_znf208	000207F	2030609	2055251	Zinc finger protein 850,Zinc finger protein 268,Zinc finger protein 91,Zinc finger protein 208	A8MQ14,Q14587,Q05481,O43345
maker-000207F-est_gff_StringTie-gene-9.0	pnkp	000207F	2086399	2124061	Bifunctional polynucleotide phosphatase/kinase	Q96T60
maker-000207F-est_gff_StringTie-gene-9.1	aacs_28	000207F	2200356	2238074	Acetoacetyl-CoA synthetase	Q5ZLG0,Q9D2R0
maker-000207F-est_gff_StringTie-gene-10.1	aacs_12	000207F	2289213	2336878	Acetoacetyl-CoA synthetase	Q86V21,Q9N0E1
maker-000207F-est_gff_StringTie-gene-10.2	aacs_29	000207F	2375819	2412067	Acetoacetyl-CoA synthetase	Q28BL6
maker-000207F-est_gff_StringTie-gene-10.3	NA	000207F	2412092	2413256	hypothetical protein	NA
maker-000207F-augustus-gene-11.3	aacs_31	000207F	2420513	2442051	Acetoacetyl-CoA synthetase	Q9N0E1,Q86V21
maker-000207F-est_gff_StringTie-gene-10.0	NA	000207F	2502128	2504779	hypothetical protein	NA
maker-000207F-exonerate_protein2genome-gene-11.1	gart_2	000207F	2621414	2625002	Trifunctional purine biosynthetic protein adenosine-3	Q64737
augustus_masked-000207F-processed-gene-11.22	gart_3	000207F	2625063	2628624	Trifunctional purine biosynthetic protein adenosine-3	P22102
maker-000207F-exonerate_protein2genome-gene-11.0	gart	000207F	2642307	2642972	Trifunctional purine biosynthetic protein adenosine-3	Q64737
evm-000207F-processed-gene-11.27	aacs_32	000207F	2678201	2745164	Acetoacetyl-CoA synthetase	Q9N0E1
evm-000207F-processed-gene-12.0	aacs_35	000207F	2839808	2890808	Acetoacetyl-CoA synthetase	Q9JMI1
maker-000207F-est_gff_StringTie-gene-12.1	aacs_3	000207F	2981104	3011274	Acetoacetyl-CoA synthetase	Q9JMI1
maker-000207F-est_gff_StringTie-gene-13.2	aacs_18	000207F	3066285	3082929	Acetoacetyl-CoA synthetase	Q9JMI1
maker-000207F-est_gff_StringTie-gene-13.3	NA	000207F	3091396	3095977	hypothetical protein	NA
maker-000207F-est_gff_StringTie-gene-13.0	aacs_27	000207F	3137609	3143383	Acetoacetyl-CoA synthetase	Q86V21
maker-000207F-est_gff_StringTie-gene-13.1	aacs_14	000207F	3154630	3160289	Acetoacetyl-CoA synthetase	Q86V21
maker-000207F-augustus-gene-14.12	aacs_10	000207F	3174676	3197723	Acetoacetyl-CoA synthetase	Q9JMI1
maker-000207F-est_gff_StringTie-gene-14.1	aacs_23	000207F	3313726	3318258	Acetoacetyl-CoA synthetase	Q28BL6
maker-000207F-est_gff_StringTie-gene-14.2	aacs_20	000207F	3381338	3387972	Acetoacetyl-CoA synthetase	Q9N0E1
maker-000207F-est_gff_StringTie-gene-14.3	aacs_7	000207F	3402576	3425725	Acetoacetyl-CoA synthetase	Q86V21
maker-000207F-est_gff_StringTie-gene-14.4	aacs_6	000207F	3454472	3667753	Acetoacetyl-CoA synthetase	Q28BL6,Q86V21,Q9N0E1
maker-000207F-augustus-gene-14.18	NA	000207F	3667149	3679128	hypothetical protein	NA
maker-000207F-est_gff_StringTie-gene-14.0	hth_meis1	000207F	3688291	3733385	Homeobox protein homothorax,Homeobox protein Meis1	O46339,O00470
maker-001017F-est_gff_StringTie-gene-0.2	NA	001017F	2282	5443	hypothetical protein	NA
maker-001017F-exonerate_protein2genome-gene-0.0	rpl35_2	001017F	9900	19291	60S ribosomal protein L35	Q29361
maker-001017F-est_gff_StringTie-gene-0.1	ank1_3	001017F	48366	56049	Ankyrin-1	P16157
maker-000456F-augustus-gene-1.0	NA	000456F	135204	193911	hypothetical protein	NA
maker-000456F-augustus-gene-1.1	NA	000456F	241466	268761	hypothetical protein	NA
augustus_masked-000456F-processed-gene-1.3	NA	000456F	301192	328358	hypothetical protein	NA
maker-000456F-exonerate_protein2genome-gene-2.3	cul5	000456F	365312	439064	Cullin-5	Q93034
maker-000456F-exonerate_protein2genome-gene-2.4	twhh_ihh_shh	000456F	448631	538765	Sonic hedgehog protein,Indian hedgehog protein,Tiggy-winkle hedgehog protein (Fragment),Sonic hedgehog protein (Fragments)	Q91035,P97812,Q14623,O13226,P79869
augustus_masked-000456F-processed-gene-2.4	NA	000456F	449097	449300	hypothetical protein	NA
maker-000456F-est_gff_StringTie-gene-2.1	NA	000456F	619448	631259	hypothetical protein	NA
maker-000456F-augustus-gene-3.3	NA	000456F	670439	691088	hypothetical protein	NA
maker-000456F-est_gff_StringTie-gene-3.1	NA	000456F	699088	702332	hypothetical protein	NA
maker-000456F-est_gff_StringTie-gene-4.0	flna_flnc	000456F	740629	955136	Filamin-C,Filamin-A	Q14315,Q8BTM8,P21333
maker-000651F-est_gff_StringTie-gene-0.1	NA	000651F	60592	98530	hypothetical protein	NA
maker-000651F-est_gff_StringTie-gene-0.0	ep300_4	000651F	136961	242886	Histone acetyltransferase p300,hypothetical protein	B2RWS6
maker-000005F-est_gff_StringTie-gene-0.2	rdr1	000005F	11955	90956	RNA-dependent RNA polymerase 1	Q9LQV2
maker-000005F-est_gff_StringTie-gene-0.0	NA	000005F	34178	34422	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-0.1	NA	000005F	107297	144314	hypothetical protein	NA
evm-000005F-processed-gene-1.4	rdr1_2	000005F	147161	239270	RNA-dependent RNA polymerase 1	Q9LQV2
maker-000005F-est_gff_StringTie-gene-1.1	NA	000005F	242419	261356	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-1.3	urb1	000005F	249523	322472	Nucleolar pre-ribosomal-associated protein 1	O60287
maker-000005F-exonerate_protein2genome-gene-1.0	rnf113a	000005F	322829	323758	E3 ubiquitin-protein ligase RNF113A	O15541,Q67ER4
evm-000005F-processed-gene-2.2	rere	000005F	339448	433645	Arginine-glutamic acid dipeptide repeats protein	Q9P2R6
maker-000005F-est_gff_StringTie-gene-8.0	NA	000005F	1904559	1991429	hypothetical protein	NA
evm-000005F-processed-gene-8.6	NA	000005F	1911887	1917957	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-10.0	NA	000005F	2387775	2391749	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-14.1	nphs1_15	000005F	2734927	3319015	Nephrin	Q9QZS7
maker-000005F-exonerate_protein2genome-gene-14.0	ank1_10	000005F	3491976	3496328	Ankyrin-1,hypothetical protein	P16157
maker-000005F-est_gff_StringTie-gene-14.2	NA	000005F	3500747	3509496	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-15.0	NA	000005F	3509555	3535190	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-15.1	kif13a	000005F	3553779	3754445	Kinesin-like protein KIF13A	Q9EQW7,Q9H1H9
maker-000005F-est_gff_StringTie-gene-16.0	lpin3	000005F	3793521	3918565	Phosphatidate phosphatase LPIN3	Q9BQK8
maker-000005F-est_gff_StringTie-gene-17.0	NA	000005F	3923494	4029447	hypothetical protein	NA
maker-000005F-augustus-gene-17.7	NA	000005F	4184109	4223321	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-18.4	NA	000005F	4252504	4323622	hypothetical protein	NA
maker-000005F-exonerate_protein2genome-gene-18.0	eif2s2	000005F	4359147	4359971	Eukaryotic translation initiation factor 2 subunit 2	Q99L45
maker-000005F-est_gff_StringTie-gene-18.3	dna2	000005F	4368532	4414411	DNA replication ATP-dependent helicase/nuclease DNA2	Q5ZKG3,D3ZG52
maker-000005F-exonerate_protein2genome-gene-18.1	mrpl43	000005F	4422160	4422726	39S ribosomal protein L43%2C mitochondrial	Q95KE5
maker-000005F-est_gff_StringTie-gene-18.5	cox7a1	000005F	4434606	4449636	Cytochrome c oxidase subunit 7A1%2C mitochondrial	P07470
maker-000005F-exonerate_protein2genome-gene-19.0	clptm1	000005F	4449792	4517373	Cleft lip and palate transmembrane protein 1 homolog	Q6DEL2
maker-000005F-est_gff_StringTie-gene-19.5	NA	000005F	4522737	4523045	hypothetical protein	NA
evm-000005F-processed-gene-19.8	ralgapb	000005F	4528677	4626440	Ral GTPase-activating protein subunit beta	Q86X10
maker-000005F-augustus-gene-19.3	slc25a32	000005F	4636520	4658191	Mitochondrial folate transporter/carrier	Q8BMG8,Q95J75
augustus_masked-000005F-processed-gene-19.13	gtf3c5	000005F	4658959	4660287	General transcription factor 3C polypeptide 5	Q9Y5Q8
maker-000005F-exonerate_protein2genome-gene-19.2	glod4	000005F	4669126	4694960	Glyoxalase domain-containing protein 4	Q9CPV4
maker-000005F-est_gff_StringTie-gene-20.0	ticrr	000005F	4695209	4742214	hypothetical protein,Treslin	Q6DRL4
maker-000005F-est_gff_StringTie-gene-20.4	NA	000005F	4757904	4764255	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-20.5	NA	000005F	4766277	4799408	hypothetical protein	NA
maker-000005F-exonerate_protein2genome-gene-20.7	mrps10	000005F	4794181	4807667	28S ribosomal protein S10%2C mitochondrial	P82670
maker-000005F-exonerate_protein2genome-gene-20.8	rab1a	000005F	4819692	4843230	Ras-related protein Rab-1A	Q05974
maker-000005F-est_gff_StringTie-gene-20.6	NA	000005F	4857113	4858782	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-20.3	c1orf198	000005F	4859692	4875900	Uncharacterized protein C1orf198	Q9H425
maker-000005F-est_gff_StringTie-gene-21.0	NA	000005F	4995240	5012019	hypothetical protein	NA
evm-000005F-processed-gene-21.4	NA	000005F	5070761	5079192	hypothetical protein	NA
evm-000005F-processed-gene-21.5	rasgrp3	000005F	5078329	5186827	Ras guanyl-releasing protein 3	Q8IV61
maker-000005F-est_gff_StringTie-gene-22.0	NA	000005F	5171352	5281010	hypothetical protein	NA
augustus_masked-000005F-processed-gene-22.11	NA	000005F	5189655	5257363	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-22.3	dl	000005F	5288599	5330802	Embryonic polarity protein dorsal	P15330
maker-000005F-est_gff_StringTie-gene-22.4	drap1	000005F	5349419	5392003	Dr1-associated corepressor	Q14919
maker-000005F-est_gff_StringTie-gene-22.2	cnrip1_2	000005F	5391744	5424340	CB1 cannabinoid receptor-interacting protein 1	Q5M8N0
maker-000005F-est_gff_StringTie-gene-24.0	alk	000005F	5476515	5726863	ALK tyrosine kinase receptor	P97793
maker-000005F-est_gff_StringTie-gene-25.0	spred2	000005F	5820736	6062799	Sprouty-related%2C EVH1 domain-containing protein 2	Q924S7
augustus_masked-000005F-processed-gene-25.3	NA	000005F	5900455	5901075	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-25.1	rev1	000005F	6061092	6150639	DNA repair protein REV1	Q5R4N7,Q920Q2
maker-000005F-est_gff_StringTie-gene-26.1	tmem62	000005F	6150703	6222568	Transmembrane protein 62	Q0P6H9,Q8BXJ9
maker-000005F-est_gff_StringTie-gene-26.2	NA	000005F	6218182	6260219	hypothetical protein	NA
maker-000005F-exonerate_protein2genome-gene-30.1	alpl_3	000005F	6968123	7216008	Alkaline phosphatase%2C tissue-nonspecific isozyme	Q92058
maker-000005F-exonerate_protein2genome-gene-32.0	alkbh2_249	000005F	7831965	7832552	DNA oxidative demethylase ALKBH2	Q6P6J4
evm-000005F-processed-gene-33.5	irs1-b	000005F	7893178	7955926	Insulin receptor substrate 1-B	P84770
evm-000005F-processed-gene-33.4	cg12163	000005F	7956285	7974135	Putative cysteine proteinase CG12163	Q9VN93
maker-000005F-est_gff_StringTie-gene-33.4	zfyve21	000005F	8014126	8026547	Zinc finger FYVE domain-containing protein 21	Q8VCM3
maker-000005F-est_gff_StringTie-gene-33.2	aimp2	000005F	8026829	8054149	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	Q9WVM7
maker-000005F-exonerate_protein2genome-gene-34.0	NA	000005F	8083172	8093887	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-34.4	cg3556_11	000005F	8104025	8149316	Uncharacterized protein CG3556	Q9W4K2
maker-000005F-est_gff_StringTie-gene-34.5	NA	000005F	8161084	8163546	hypothetical protein	NA
maker-000005F-augustus-gene-34.3	ddx49	000005F	8179732	8217018	Probable ATP-dependent RNA helicase DDX49	Q4FZF3
maker-000005F-exonerate_protein2genome-gene-34.2	ddost	000005F	8240620	8269129	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	Q6NYS8
maker-000005F-exonerate_protein2genome-gene-35.0	marf	000005F	8269024	8325155	Transmembrane GTPase Marf	Q7YU24
maker-000005F-exonerate_protein2genome-gene-35.1	slc2a1_2	000005F	8394773	8481331	Solute carrier family 2%2C facilitated glucose transporter member 1	P20303
maker-000005F-est_gff_StringTie-gene-35.3	NA	000005F	8497600	8504064	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-35.4	NA	000005F	8513266	8538151	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-36.0	NA	000005F	8543313	8564377	hypothetical protein	NA
maker-000005F-est_gff_StringTie-gene-36.1	NA	000005F	8570227	8586190	hypothetical protein	NA
