"","gene_id","geneName","lascID","scGeneName","Chr","Start","End"
"5387","maker-000060F-est_gff_StringTie-gene-22.1","LASC006457","LASC006457","LASC006457","000060F",5240252,5246884
"5388","maker-000060F-est_gff_StringTie-gene-23.1","LASC006458","LASC006458","LASC006458","000060F",5451342,5520554
"5389","maker-000060F-est_gff_StringTie-gene-23.0","LASC006459","LASC006459","LASC006459","000060F",5464245,5476672
"5390","maker-000060F-augustus-gene-24.1","LASC006460","LASC006460","LASC006460","000060F",5733506,5738112
"5391","evm-000060F-processed-gene-24.0","LASC006461","LASC006461","LASC006461","000060F",5771660,5776182
"5392","maker-000060F-est_gff_StringTie-gene-24.1","LASC006462","LASC006462","LASC006462","000060F",5814933,5820536
"5393","maker-000060F-est_gff_StringTie-gene-25.1","glg1","LASC006463","glg1","000060F",5964728,6016088
"5394","maker-000060F-est_gff_StringTie-gene-25.0","actr10","LASC006464","actr10","000060F",6016350,6039989
"5395","maker-000060F-est_gff_StringTie-gene-25.2","LASC006465","LASC006465","LASC006465","000060F",6119699,6124343
"5396","augustus_masked-000060F-processed-gene-25.6","spop_72","LASC006466","spop-72","000060F",6149034,6150488
"5397","maker-000060F-augustus-gene-26.3","rem1_2","LASC006467","rem1-2","000060F",6174916,6319202
"5398","augustus_masked-000060F-processed-gene-26.2","hspa8_2","LASC006468","hspa8-2","000060F",6386295,6388190
"5399","maker-000060F-exonerate_protein2genome-gene-27.4","tbcb","LASC006469","tbcb","000060F",6470207,6470920
"5400","evm-000060F-processed-gene-27.4","styx-a","LASC006470","styx-a","000060F",6478404,6513780
"5401","maker-000060F-exonerate_protein2genome-gene-28.4","znf271_znf771_znf782_znf32_znf500_zfp1_znf177_znf2_znf568","LASC006471","znf271-znf771-znf782-znf32-znf500-zfp1-znf177-znf2-znf568","000060F",6540536,6578043
"5402","maker-000060F-augustus-gene-27.1","zbtb46_zfp26","LASC006472","zbtb46-zfp26","000060F",6589437,6611262
"5403","maker-000060F-est_gff_StringTie-gene-28.3","LASC006473","LASC006473","LASC006473","000060F",6612127,6618278
"5404","maker-000060F-augustus-gene-28.14","LASC006474","LASC006474","LASC006474","000060F",6640169,6653401
"5405","augustus_masked-000060F-processed-gene-28.2","LASC006475","LASC006475","LASC006475","000060F",6653871,6656961
"5406","evm-000060F-processed-gene-28.12","LASC006476","LASC006476","LASC006476","000060F",6670832,6687260
"5407","augustus_masked-000060F-processed-gene-28.4","LASC006477","LASC006477","LASC006477","000060F",6687492,6714535
"5408","maker-000060F-est_gff_StringTie-gene-28.0","LASC006478","LASC006478","LASC006478","000060F",6718422,6729820
"5409","maker-000060F-est_gff_StringTie-gene-28.1","mrpl1","LASC006479","mrpl1","000060F",6749217,6818605
"5410","maker-000060F-est_gff_StringTie-gene-28.2","slc30a6","LASC006480","slc30a6","000060F",6832066,6863402
"5411","maker-000060F-est_gff_StringTie-gene-29.1","LASC006481","LASC006481","LASC006481","000060F",7064931,7085120
"5412","evm-000060F-processed-gene-30.7","LASC006482","LASC006482","LASC006482","000060F",7137442,7168781
"5413","evm-000060F-processed-gene-30.6","memo1","LASC006483","memo1","000060F",7211060,7272204
"5414","maker-000060F-est_gff_StringTie-gene-30.3","wdr27","LASC006484","wdr27","000060F",7272115,7306926
"5415","maker-000060F-augustus-gene-30.3","desi2_2","LASC006485","desi2-2","000060F",7307148,7325959
"5416","maker-000060F-est_gff_StringTie-gene-31.2","poldip2","LASC006486","poldip2","000060F",7326541,7364394
"5417","maker-000060F-est_gff_StringTie-gene-31.1","tmem134","LASC006487","tmem134","000060F",7364602,7383293
"5418","maker-000060F-est_gff_StringTie-gene-31.3","bmper_2","LASC006488","bmper-2","000060F",7383551,7557134
"5419","evm-000060F-processed-gene-32.1","nt5c3b","LASC006489","nt5c3b","000060F",7613998,7635251
"5420","maker-000060F-est_gff_StringTie-gene-32.4","LASC006490","LASC006490","LASC006490","000060F",7637766,7735082
"5421","maker-000060F-augustus-gene-32.5","LASC006491","LASC006491","LASC006491","000060F",7647402,7695899
"5422","augustus_masked-000060F-processed-gene-32.12","LASC006492","LASC006492","LASC006492","000060F",7718133,7718450
"5423","maker-000060F-augustus-gene-32.6","sp4","LASC006493","sp4","000060F",7739225,7768589
"5424","maker-000060F-exonerate_protein2genome-gene-32.1","cg1354","LASC006494","cg1354","000060F",7780017,7832854
"5425","maker-000060F-est_gff_StringTie-gene-33.2","LASC006495","LASC006495","LASC006495","000060F",7880686,7899279
"5426","augustus_masked-000060F-processed-gene-34.0","LASC006496","LASC006496","LASC006496","000060F",8124587,8140964
"5427","evm-000060F-processed-gene-34.13","sp9","LASC006497","sp9","000060F",8157770,8176814
"5428","maker-001204F-est_gff_StringTie-gene-0.0","crebbp_2","LASC022779","crebbp-2","001204F",12088,19498
"5429","maker-000317F-est_gff_StringTie-gene-0.1","slc36a4_slc36a1","LASC017881","slc36a4-slc36a1","000317F",10709,78474
"5430","maker-000317F-est_gff_StringTie-gene-0.0","LASC017882","LASC017882","LASC017882","000317F",107037,110148
"5431","maker-000317F-est_gff_StringTie-gene-0.2","hars_2","LASC017883","hars-2","000317F",118048,152918
"5432","maker-000317F-est_gff_StringTie-gene-1.1","cg11007","LASC017884","cg11007","000317F",184996,223626
"5433","maker-000317F-est_gff_StringTie-gene-1.0","hps4","LASC017885","hps4","000317F",223649,284644
"5434","maker-000317F-est_gff_StringTie-gene-1.2","LASC017886","LASC017886","LASC017886","000317F",286940,295509
"5435","evm-000317F-processed-gene-1.13","rsf1_2","LASC017887","rsf1-2","000317F",310565,343152
"5436","maker-000317F-exonerate_protein2genome-gene-2.3","prkc2","LASC017888","prkc2","000317F",366549,443655
"5437","maker-000317F-exonerate_protein2genome-gene-2.4","gch1","LASC017889","gch1","000317F",467415,553300
"5438","maker-000317F-augustus-gene-4.4","egl-3_sufu","LASC017890","egl-3-sufu","000317F",627082,734343
"5439","maker-000317F-est_gff_StringTie-gene-4.3","LASC017891","LASC017891","LASC017891","000317F",907886,920738
"5440","maker-000317F-est_gff_StringTie-gene-4.4","LASC017892","LASC017892","LASC017892","000317F",932934,996948
"5441","maker-000317F-augustus-gene-4.6","LASC017893","LASC017893","LASC017893","000317F",1052390,1072292
"5442","maker-000317F-est_gff_StringTie-gene-5.0","LASC017894","LASC017894","LASC017894","000317F",1129719,1140974
"5443","maker-000317F-est_gff_StringTie-gene-5.3","senju","LASC017895","senju","000317F",1143004,1173038
"5444","maker-000317F-exonerate_protein2genome-gene-5.6","nedd8","LASC017896","nedd8","000317F",1176198,1186538
"5445","maker-000317F-est_gff_StringTie-gene-5.4","aoah","LASC017897","aoah","000317F",1192755,1244216
"5446","maker-000317F-augustus-gene-5.7","cdc20","LASC017898","cdc20","000317F",1238342,1297331
"5447","evm-000317F-processed-gene-5.13","rnf145_2","LASC017899","rnf145-2","000317F",1316245,1331045
"5448","maker-000317F-est_gff_StringTie-gene-6.0","plcg1_2","LASC017900","plcg1-2","000317F",1479255,1567312
"5449","maker-000317F-augustus-gene-7.0","LASC017901","LASC017901","LASC017901","000317F",1644327,1650097
"5450","maker-000317F-est_gff_StringTie-gene-8.1","baiap2_2","LASC017902","baiap2-2","000317F",1718212,2075559
"5451","maker-000317F-augustus-gene-9.5","glra3_2","LASC017903","glra3-2","000317F",2247438,2294389
"5452","maker-000317F-augustus-gene-9.9","mien1","LASC017904","mien1","000317F",2295284,2305509
"5453","maker-000317F-est_gff_StringTie-gene-9.3","pik3c3","LASC017905","pik3c3","000317F",2306147,2365031
"5454","maker-000317F-est_gff_StringTie-gene-9.4","LASC017906","LASC017906","LASC017906","000317F",2380193,2450228
"5455","maker-000989F-exonerate_protein2genome-gene-0.1","ppp5c","LASC022703","ppp5c","000989F",1348,26203
"5456","maker-000989F-est_gff_StringTie-gene-0.3","ndg","LASC022704","ndg","000989F",30050,65368
"5457","maker-001157F-est_gff_StringTie-gene-0.0","LASC022769","LASC022769","LASC022769","001157F",22402,27295
"5458","evm-001157F-processed-gene-0.0","stx16_2","LASC022770","stx16-2","001157F",35931,53550
"5459","augustus_masked-000052F-processed-gene-0.8","spop-b_21","LASC005729","spop-b-21","000052F",53869,55395
"5460","maker-000052F-augustus-gene-0.0","LASC005730","LASC005730","LASC005730","000052F",58483,63438
"5461","maker-000052F-exonerate_protein2genome-gene-0.57","nup54","LASC005731","nup54","000052F",102472,132331
"5462","evm-000052F-processed-gene-1.16","cyp4v2_3","LASC005732","cyp4v2-3","000052F",202526,252564
"5463","maker-000052F-augustus-gene-1.17","std1","LASC005733","std1","000052F",277634,308712
"5464","maker-000052F-est_gff_StringTie-gene-1.1","LASC005734","LASC005734","LASC005734","000052F",330659,331190
"5465","maker-000052F-est_gff_StringTie-gene-2.0","cyp4v2_29","LASC005735","cyp4v2-29","000052F",400343,461037
"5466","maker-000052F-est_gff_StringTie-gene-2.1","cyp4v2_21","LASC005736","cyp4v2-21","000052F",489425,542680
"5467","maker-000052F-est_gff_StringTie-gene-3.1","cyp4v2_cyp4c3_4","LASC005737","cyp4v2-cyp4c3-4","000052F",569080,714290
"5468","maker-000052F-est_gff_StringTie-gene-3.0","rrp9","LASC005738","rrp9","000052F",727667,774603
"5469","maker-000052F-est_gff_StringTie-gene-3.2","LASC005739","LASC005739","LASC005739","000052F",777949,815299
"5470","maker-000052F-est_gff_StringTie-gene-4.0","LASC005740","LASC005740","LASC005740","000052F",862745,919740
"5471","maker-000052F-est_gff_StringTie-gene-5.0","kcp_2","LASC005741","kcp-2","000052F",983407,1297139
"5472","maker-000052F-augustus-gene-5.1","LASC005742","LASC005742","LASC005742","000052F",1093738,1147878
"5473","maker-000052F-est_gff_StringTie-gene-6.0","LASC005743","LASC005743","LASC005743","000052F",1338813,1419698
"5474","maker-000052F-est_gff_StringTie-gene-6.1","smg6","LASC005744","smg6","000052F",1466544,1517558
"5475","maker-000052F-augustus-gene-6.1","LASC005745","LASC005745","LASC005745","000052F",1548128,1567102
"5476","maker-000052F-augustus-gene-7.6","arhgap39_2","LASC005746","arhgap39-2","000052F",1583558,1630294
"5477","maker-000052F-augustus-gene-7.7","LASC005747","LASC005747","LASC005747","000052F",1679550,1688200
"5478","evm-000052F-processed-gene-7.1","rnaseh1","LASC005748","rnaseh1","000052F",1692384,1695255
"5479","maker-000052F-augustus-gene-7.8","LASC005749","LASC005749","LASC005749","000052F",1695598,1714250
"5480","maker-000052F-est_gff_StringTie-gene-7.4","LASC005750","LASC005750","LASC005750","000052F",1725227,1776064
"5481","maker-000052F-augustus-gene-8.11","LASC005751","LASC005751","LASC005751","000052F",1834612,1844730
"5482","maker-000052F-est_gff_StringTie-gene-8.1","LASC005752","LASC005752","LASC005752","000052F",1872601,1873909
"5483","evm-000052F-processed-gene-8.0","LASC005753","LASC005753","LASC005753","000052F",1872601,1899170
"5484","maker-000052F-est_gff_StringTie-gene-8.3","LASC005754","LASC005754","LASC005754","000052F",1919564,1935798
"5485","maker-000052F-est_gff_StringTie-gene-8.4","LASC005755","LASC005755","LASC005755","000052F",1948828,1955951
"5486","maker-000052F-est_gff_StringTie-gene-8.5","ddr48","LASC005756","ddr48","000052F",2050828,2067732
"5487","maker-000052F-est_gff_StringTie-gene-9.2","cyp4v2_31","LASC005757","cyp4v2-31","000052F",2104125,2196967
"5488","maker-000052F-est_gff_StringTie-gene-9.0","LASC005758","LASC005758","LASC005758","000052F",2181890,2204796
"5489","maker-000052F-est_gff_StringTie-gene-9.3","dcps","LASC005759","dcps","000052F",2212222,2229598
"5490","maker-000052F-est_gff_StringTie-gene-9.1","tim22_timm22","LASC005760","tim22-timm22","000052F",2229770,2247013
"5491","evm-000052F-processed-gene-9.3","myo1c","LASC005761","myo1c","000052F",2246466,2288415
"5492","evm-000052F-processed-gene-10.8","pkd2","LASC005762","pkd2","000052F",2313298,2397685
"5493","augustus_masked-000052F-processed-gene-10.3","elavl2","LASC005763","elavl2","000052F",2455496,2456485
"5494","maker-000052F-est_gff_StringTie-gene-10.4","rnls_2","LASC005764","rnls-2","000052F",2468232,2502631
"5495","maker-000052F-est_gff_StringTie-gene-10.2","LASC005765","LASC005765","LASC005765","000052F",2483269,2486656
"5496","maker-000052F-exonerate_protein2genome-gene-10.7","ppan","LASC005766","ppan","000052F",2510825,2533268
"5497","maker-000052F-est_gff_StringTie-gene-11.1","melk","LASC005767","melk","000052F",2565064,2627880
"5498","maker-000052F-augustus-gene-11.3","pax2","LASC005768","pax2","000052F",2641466,2684410
"5499","maker-000052F-augustus-gene-11.2","LASC005769","LASC005769","LASC005769","000052F",2733128,2734870
"5500","evm-000052F-processed-gene-12.1","LASC005770","LASC005770","LASC005770","000052F",2997888,3005753
"5501","maker-000052F-est_gff_StringTie-gene-13.0","ogfod1","LASC005771","ogfod1","000052F",3006021,3043537
"5502","maker-000052F-est_gff_StringTie-gene-13.1","LASC005772","LASC005772","LASC005772","000052F",3049719,3165713
"5503","maker-000052F-est_gff_StringTie-gene-13.2","gstk1","LASC005773","gstk1","000052F",3171532,3188569
"5504","evm-000052F-processed-gene-14.6","daam1","LASC005774","daam1","000052F",3225001,3432883
"5505","maker-000052F-est_gff_StringTie-gene-15.0","LASC005775","LASC005775","LASC005775","000052F",3647619,3700530
"5506","maker-000052F-est_gff_StringTie-gene-18.3","LASC005776","LASC005776","LASC005776","000052F",4315974,4325699
"5507","maker-000052F-exonerate_protein2genome-gene-18.0","rap1b","LASC005777","rap1b","000052F",4343733,4398259
"5508","maker-000052F-exonerate_protein2genome-gene-18.1","zfp26_znf268_znf845_znf836_znf227","LASC005778","zfp26-znf268-znf845-znf836-znf227","000052F",4418880,4472497
"5509","maker-000052F-est_gff_StringTie-gene-19.0","cyp4c1_4","LASC005779","cyp4c1-4","000052F",4503977,4512580
"5510","maker-000052F-est_gff_StringTie-gene-19.1","cyp4v2_16","LASC005780","cyp4v2-16","000052F",4516453,4657024
"5511","maker-000052F-est_gff_StringTie-gene-20.0","cyp4v2_17","LASC005781","cyp4v2-17","000052F",4667193,4721898
"5512","maker-000052F-est_gff_StringTie-gene-20.1","LASC005782","LASC005782","LASC005782","000052F",4766510,4768628
"5513","evm-000052F-processed-gene-20.8","cyp4v2_18","LASC005783","cyp4v2-18","000052F",4808641,4852945
"5514","evm-000052F-processed-gene-22.1","zmiz2","LASC005784","zmiz2","000052F",4870842,5305962
"5515","maker-000052F-est_gff_StringTie-gene-23.0","sh3beta","LASC005785","sh3beta","000052F",5510356,5528565
"5516","maker-000052F-est_gff_StringTie-gene-23.1","supt3h","LASC005786","supt3h","000052F",5550735,5679113
"5517","maker-000052F-augustus-gene-24.11","runx1_2","LASC005787","runx1-2","000052F",5729204,5777401
"5518","maker-000052F-est_gff_StringTie-gene-25.0","LASC005788","LASC005788","LASC005788","000052F",5931296,6119338
"5519","maker-000052F-augustus-gene-25.0","LASC005789","LASC005789","LASC005789","000052F",5942834,5954387
"5520","evm-000052F-processed-gene-26.9","runx1","LASC005790","runx1","000052F",6118955,6181025
"5521","augustus_masked-000052F-processed-gene-26.4","sry","LASC005791","sry","000052F",6222646,6246179
"5522","maker-000052F-exonerate_protein2genome-gene-26.4","hta1","LASC005792","hta1","000052F",6290584,6290892
"5523","maker-000052F-est_gff_StringTie-gene-26.1","wrb","LASC005793","wrb","000052F",6305903,6328680
"5524","maker-000052F-est_gff_StringTie-gene-27.2","sobp","LASC005794","sobp","000052F",6354592,6492931
"5525","maker-000052F-augustus-gene-27.26","bin1_2","LASC005795","bin1-2","000052F",6503879,6518272
"5526","augustus_masked-000052F-processed-gene-27.14","LASC005796","LASC005796","LASC005796","000052F",6518778,6520265
"5527","evm-000052F-processed-gene-27.21","ddx10","LASC005797","ddx10","000052F",6537852,6573645
"5528","maker-000052F-est_gff_StringTie-gene-27.3","LASC005798","LASC005798","LASC005798","000052F",6615727,6631635
"5529","maker-000052F-est_gff_StringTie-gene-28.1","LASC005799","LASC005799","LASC005799","000052F",6633892,6663251
"5530","maker-000052F-est_gff_StringTie-gene-28.0","LASC005800","LASC005800","LASC005800","000052F",6663434,6761850
"5531","maker-000052F-est_gff_StringTie-gene-28.2","LASC005801","LASC005801","LASC005801","000052F",6677819,6685393
"5532","maker-000052F-est_gff_StringTie-gene-28.3","LASC005802","LASC005802","LASC005802","000052F",6726031,6738064
"5533","maker-000052F-augustus-gene-28.17","LASC005803","LASC005803","LASC005803","000052F",6768073,6772711
"5534","maker-000052F-est_gff_StringTie-gene-28.4","LASC005804","LASC005804","LASC005804","000052F",6782129,6784898
"5535","maker-000052F-augustus-gene-28.19","LASC005805","LASC005805","LASC005805","000052F",6832027,6835333
"5536","maker-000052F-est_gff_StringTie-gene-29.1","spag9_2","LASC005806","spag9-2","000052F",6953109,6998176
"5537","maker-000052F-est_gff_StringTie-gene-29.0","LASC005807","LASC005807","LASC005807","000052F",6998507,7028166
"5538","evm-000052F-processed-gene-30.0","prps1","LASC005808","prps1","000052F",7036179,7056164
"5539","evm-000052F-processed-gene-30.3","pds5b-a","LASC005809","pds5b-a","000052F",7078866,7140169
"5540","maker-000052F-exonerate_protein2genome-gene-30.5","alkbh2_175","LASC005810","alkbh2-175","000052F",7160613,7161200
"5541","maker-000052F-exonerate_protein2genome-gene-30.8","airc","LASC005811","airc","000052F",7179755,7210712
"5542","maker-000052F-exonerate_protein2genome-gene-30.6","prat_ppat","LASC005812","prat-ppat","000052F",7210272,7301443
"5543","maker-000052F-exonerate_protein2genome-gene-30.9","xpnpep3","LASC005813","xpnpep3","000052F",7303119,7320702
"5544","maker-000052F-est_gff_StringTie-gene-32.0","ptger3_2","LASC005814","ptger3-2","000052F",7408696,7606059
"5545","maker-000052F-est_gff_StringTie-gene-32.1","orct_3","LASC005815","orct-3","000052F",7630067,7701048
"5546","maker-000052F-exonerate_protein2genome-gene-32.7","mecr","LASC005816","mecr","000052F",7708908,7733776
